2.1,00000AAAAA,0000AAAAA,CA,2021-11-18,000000A123A1234,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678911,,S202323,0936-NL977502S,P/P,1,0,2DE123A12345678911,S202323,1234-DFL9394434Z,,,,10,L,10,L,PKG,,,5,SHP,MAN,WDSHP,,,,,,,FRT,3,Ground Commercial,1,,0,,USD,4.92,10.3,,0,0,,0,0,0,0,0,2021-11-29,,,,,NAME,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,US,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,0,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,,,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0
2.1,00000123CS,0000AAAAA,CA,2021-11-18,000000A123A1235,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678911,,S202323,0936-NL977502S,P/P,0,0,2DE123A12345678911,S202323,1234-DFL9394434Z,,,,0,,0,,PKG,,,5,SHP,MAN,WDSHP,,,,,,,ACC,RDC,Delivery Area Surcharge,1,,0,,USD,0,3.1,,0,0,,0,0,0,0,0,2021-11-29,,,,,NAME,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,US,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,0,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,,,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0
2.1,00000123CS,0000AAAAA,CA,2021-11-18,000000A123A1236,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678911,,S202323,0936-NL977502S,P/P,0,0,2DE123A12345678911,S202323,1234-DFL9394434Z,,,,0,,0,,PKG,,,5,SHP,MAN,WDSHP,,,,,,,FSC,FSC,Fuel Surcharge,1,USD,20.6,,USD,0.25,1.3,,0,0,,0,0,0,0,0,2021-11-29,,,,,NAME,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,US,315 THIS ROAD 123,,MONTGOMERY,AL,12345,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,0,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,,,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0
2.1,00000123CS,0000AAAAA,CA,2021-11-18,000000A123A1237,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678922,,S202326,124131,P/P,1,0,2DE123A12345678922,S202326,123232,,,,4,L,4,L,PKG,,,5,SHP,MAN,WDSHP,,,,,,,FRT,3,Ground Commercial,1,,0,,USD,3.84,9.28,,0,0,,0,0,0,0,0,2021-11-29,,,,,,,,,,,,,THEM,2312 FHF ELSS,,Chris,WY,20993,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,0,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,,,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,0,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0
2.1,00000123CS,0000AAAAA,CA,2021-11-18,000000A123A1237,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678922,,S202326,124131,P/P,1,0,2DE123A12345678922,S202326,123232,,,,4,L,4,L,PKG,,,5,SHP,MAN,WDSHP,,,,,,,FRT,3,Ground Commercial,1,,0,,USD,3.84,9.28,,0,0,,0,0,0,0,0,2021-11-29,,,,,,,,,,,,,THEM,934 GHGHG,,Chris,WY,20993,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1,00000123CS,0000AAAAA,CA,2021-11-18,000000A123A1237,E,,,USD,20.6,2021-11-18,3484304344,2DE123A12345678922,,S202326,124131,P/P,1,0,2DE123A12345678922,S202326,123232,,,,4,L,4,L,PKG,,,5,SHP,MAN,WDSHP,,,,,,,FRT,3,Ground Commercial,1,,0,,USD,3.84,9.28,,0,0,,0,0,0,0,0,2021-11-29,,,,,,,,,,,,,THEM,293 GHRJKRGRG,,Chris,WY,20993,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
